% Model:              PLacek_MembTVNJ_ArticleDims_Rh100um_hg10um_To2MHz_PHedit.mph
% Version:            COMSOL 6.3.0.335
% Date:               May 22 2025, 12:27
% Dimension:          1
% Nodes:              555
% Expressions:        2
% Description:        Global
% f (Hz)                  ,                        , 
1534616.9827992942        1.4295530189871543E-12   1.181082836574379E-14
1538154.6403030357        1.3905893666912863E-12   9.697680045699907E-15
1541700.4529495584        1.35790764047951E-12     8.186220722595936E-15
1545254.4395384141        1.3298280343890215E-12   7.068941437218313E-15
1548816.6189124826        1.3052211071469287E-12   6.220488431474255E-15
1552387.0099580816        1.283299234336091E-12    5.561590103403042E-15
1555965.631605075         1.2634961447634019E-12   5.040180528998538E-15
1559552.5028269524        1.2453940040550454E-12   4.6209570547940834E-15
1563147.6426409539        1.2286775057980996E-12   4.2793282224719426E-15
1566751.0701081501        1.2131039778419729E-12   3.997764565854075E-15
1570362.8043335516        1.1984833416152862E-12   3.763522082876186E-15
1573982.8644662197        1.1846643295248448E-12   3.5671794757458244E-15
1577611.26969935          1.1715247892524754E-12   3.4016737157211337E-15
1581248.0392703826        1.1589647230513404E-12   3.261649620897773E-15
1584893.1924611141        1.1469011972309808E-12   3.1430123926410473E-15
1588546.7485977774        1.1352645550470663E-12   3.0426143192272484E-15
1592208.72705117          1.1239955532779955E-12   2.9580319194543032E-15
1595879.1472367337        1.1130431629256857E-12   2.8874050152227647E-15
1599558.028614668         1.1023628531636696E-12   2.8293186045362573E-15
1603245.3906900417        1.0919152301300689E-12   2.782714213653018E-15
1606941.2530128788        1.0816649375284732E-12   2.7468209137514365E-15
1610645.6351782698        1.0715797499756121E-12   2.7210981207554017E-15
1614358.556826487         1.0616298059992981E-12   2.7051830744953855E-15
1618080.0376430645        1.051786937523015E-12    2.698835797971351E-15
1621810.09735893          1.042024057445281E-12    2.7018737259033767E-15
1625548.755750485         1.0323145665991802E-12   2.7140878080251505E-15
1629296.0326397214        1.022631735445597E-12    2.7351334303792655E-15
1633051.9478943346        1.012948004187429E-12    2.764396388030186E-15
1636816.5214278102        1.0032341298023662E-12   2.800852124174026E-15
1640589.7731995387        9.934580985238778E-13    2.842972109249644E-15
1644371.7232149323        9.835837371318948E-13    2.8887845805162207E-15
1648162.3915255067        9.735690228858084E-13    2.936244333168168E-15
1651961.798229015         9.633642143572994E-13    2.9840434318047233E-15
1655769.9634695293        9.529100252365935E-13    3.0328205051810276E-15
1659586.9074375597        9.421359559048158E-13    3.0864176509329264E-15
1663412.65037017          9.309584442271467E-13    3.152631425487206E-15
1667247.2125510643        9.192778793619773E-13    3.2431344379369563E-15
1671090.614310707         9.069731942735363E-13    3.3728770703484468E-15
1674942.876026438         8.938928651318438E-13    3.559804217065681E-15
1678804.018122559         8.798411964429624E-13    3.825742434365181E-15
1682674.0610704673        8.645580576344459E-13    4.199054014851169E-15
1686553.0253887423        8.476883341076748E-13    4.7196715266656066E-15
1690440.9316432632        8.287337710252315E-13    5.447840000989081E-15
1694337.8004473287        8.069731059188109E-13    6.479733937437512E-15
1698243.652461746         7.813223040623004E-13    7.977311493316498E-15
1702158.50839495          7.500746688388869E-13    1.0230192669283382E-14
1706082.3890031243        7.103806672357652E-13    1.3796524502867518E-14
1710015.3150902863        6.571047537797013E-13    1.9863327411493098E-14
1713957.3075084253        5.799826056995428E-13    3.1323308111900415E-14
1717908.3871575894        4.552329526459798E-13    5.679482959675717E-14
1721868.5749860061        2.1379173832133058E-13   1.3198500369019993E-13
1725837.891990204         -4.236648134393171E-13   5.41385653996052E-13
1729816.3592151033        1.985001124287824E-12    3.432374396547432E-12
1733803.9977541375        2.014667446142014E-12    3.738144898322572E-13
1737800.8287493763        1.5288467450494757E-12   1.1505644199530933E-13
1741806.8733916127        1.3277961242112441E-12   5.558390642350945E-14
1745822.1529205039        1.2184367404704487E-12   3.3104397602017177E-14
1749846.6886246584        1.1488434296506717E-12   2.2232790847732275E-14
1753880.5018417602        1.099934403287823E-12    1.613971092611509E-14
1757923.613958693         1.0631260498394016E-12   1.2371654601242434E-14
1761976.046411631         1.0340005215868647E-12   9.871239163177192E-15
1766037.8206861638        1.0100554747598638E-12   8.121591936657727E-15
1770108.958317422         9.89768255850356E-13     6.845514203512169E-15
1774189.4808901644        9.721592558186852E-13    5.8833750091960875E-15
1778279.410038923         9.565694426134812E-13    5.137911666423656E-15
1782378.767448091         9.425388583825729E-13    4.54708644570265E-15
1786487.5748520498        9.297364106318952E-13    4.06980579255617E-15
1790605.8540352948        9.17917361990447E-13     3.677977875928529E-15
1794733.6268325248        9.068965552253228E-13    3.3518860817476476E-15
1798870.9151287875        8.965309683370275E-13    3.0773874849065797E-15
1803017.74085957          8.867080082312463E-13    2.844161010136632E-15
1807174.1260109257        8.773374476916764E-13    2.6445839374582087E-15
1811340.0926196026        8.683457409229777E-13    2.4729993291772227E-15
1815515.662773137         8.596719322028402E-13    2.325236773184028E-15
1819700.8586099825        8.512646595858253E-13    2.198304770430109E-15
1823895.7023196383        8.430799359335802E-13    2.090203821790913E-15
1828100.2161427445        8.350795099518445E-13    1.99982113185078E-15
1832314.4223712112        8.272296954559013E-13    1.9268566294199767E-15
1836538.3433483473        8.195006102903322E-13    1.8716795964685487E-15
1840772.0014689544        8.118657453007511E-13    1.834906500772557E-15
1845015.4191794738        8.043015665638929E-13    1.8163688369037152E-15
1849268.6189780796        7.967863214067551E-13    1.8133132839147767E-15
1853531.6234148105        7.892968374283439E-13    1.818788299982259E-15
1857804.455091699         7.818036165877908E-13    1.822844887958635E-15
1862087.1366628655        7.742681402248862E-13    1.8178063632610817E-15
1866379.6908346694        7.666457533466484E-13    1.8031375583889575E-15
1870682.1403658015        7.588902993098125E-13    1.784672172898792E-15
1874994.5080674174        7.509545696402365E-13    1.7702273554661804E-15
1879316.8168032686        7.42786484226252E-13     1.7665545030006147E-15
1883649.089489802         7.343238933860677E-13    1.778874490149899E-15
1887991.3490962926        7.254891594423326E-13    1.8117245252115052E-15
1892343.618644976         7.161828255272853E-13    1.870077462213202E-15
1896705.9212111484        7.062749515816588E-13    1.9604776779693177E-15
1901078.2799232996        6.955921892986356E-13    2.092369353953989E-15
1905460.7179632483        6.83897605717143E-13     2.280017137714208E-15
1909853.2585662368        6.708579844185789E-13    2.545714773051975E-15
1914255.925021086         6.559885607622173E-13    2.9256397771416157E-15
1918668.740670291         6.385547568287201E-13    3.4813298726321477E-15
1923091.7289101575        6.173861749518533E-13    4.323985708390978E-15
1927524.9131909367        5.904956453262504E-13    5.671041475022168E-15
1931968.3170169222        5.542150470389062E-13    7.995072467678101E-15
1936421.9639466067        5.009436669302113E-13    1.2487632060193493E-14
1940885.8775927792        4.119799992272495E-13    2.291121930343285E-14
1945360.0816226613        2.260224493402145E-13    5.680678285659648E-14
1949844.5997580455        -4.199702264577404E-13   3.1755851301664423E-13
1954339.4557753962        2.6856338360855005E-12   1.2533872171643303E-12
1958844.673505989         1.3434202974934355E-12   9.611731925280325E-14
1963360.2768360474        1.068926388245249E-12    3.1996534167854734E-14
1967886.289706843         9.549689559785118E-13    1.6077455070181594E-14
1972422.7361148535        8.914817567961037E-13    9.82236064838124E-15
1976969.640111862         8.501828945628996E-13    6.733793151360606E-15
1981527.0258050968        8.205820822210729E-13    4.9830698612834995E-15
1986094.9173573717        7.978997756568007E-13    3.894392276520204E-15
1990673.3389871884        7.796479283291364E-13    3.1709704013875967E-15
1995262.3149688789        7.644036605386757E-13    2.6658178400424628E-15
1999861.869632745         7.512940273559995E-13    2.299376634315607E-15
